id,zipcode,tax_region_name,state_rate,county_rate,city_rate,special_rate,risk_level,county_id
6a51aac6-c9fd-471b-b63f-04ecead42ba4,91756,MONTEREY PARK,0.06,0.0025,0.0075,0.0325,0,77c69990-17fc-47c9-bb30-fb75dd7f9b3c
51c2683c-9a17-4330-a133-e5f70eb6e5b6,91758,ONTARIO,0.06,0.0025,0.01,0.015,0,e767c362-5c7d-431c-bd3c-5ab0555840e7
79736444-e717-4e37-937a-1b8c326bcff3,91759,LOS ANGELES,0.06,0.0025,0,0.0325,0,4ccd8710-c404-40ec-acd5-42fde6eea1f5
ea29fc23-9566-40bd-a802-921a031c2512,91761,ONTARIO,0.06,0.0025,0.01,0.015,0,e767c362-5c7d-431c-bd3c-5ab0555840e7
a7554591-257b-4f0f-858d-82595561ed55,91762,MONTCLAIR,0.06,0.0025,0.0125,0.015,0,e767c362-5c7d-431c-bd3c-5ab0555840e7
f7e2f400-4a71-49bd-83cc-c7e52e107f97,91763,CLAREMONT TOURISM BUSINESS IMPROVEMENT DISTRICT,0.06,0.0025,0,0.0325,0,1aa0ebee-2ef1-4df5-bdfb-0e552d5f68df
9df26b79-cff7-4ebf-b25d-63e6c0020529,91764,ONTARIO,0.06,0.0025,0.01,0.015,0,e767c362-5c7d-431c-bd3c-5ab0555840e7
4419d4bd-8a11-43cf-a48a-dd4e35683ef3,91765,POMONA,0.06,0.0025,0.0075,0.0325,0,7dad6d1b-2a55-4eda-af83-58cf840c1659
e3854617-e876-46c9-aab5-c0283a93a822,91766,POMONA,0.06,0.0025,0.0075,0.0325,0,8e1c5899-3212-460d-bbc9-d2c80cf1e9d9
d51ee8a3-ec36-45c2-8a18-c91706aff832,91767,LA VERNE,0.06,0.0025,0.0075,0.0325,0,8e1c5899-3212-460d-bbc9-d2c80cf1e9d9
33d18a2a-c856-48e5-9901-41996ba08ecd,91768,LA VERNE,0.06,0.0025,0.0075,0.0325,0,8e1c5899-3212-460d-bbc9-d2c80cf1e9d9
303d0421-c2e6-455d-8c1a-81838e62dc41,91769,POMONA,0.06,0.0025,0.0075,0.0325,0,8e1c5899-3212-460d-bbc9-d2c80cf1e9d9
29e1942f-0521-48f6-b0be-a2bdc0b0ccdd,91770,MONTEBELLO,0.06,0.0025,0.0075,0.0325,0,36dc4f3b-b666-468a-9b71-4aadfbf96526
b56057b8-3613-48c3-b9b8-6930c2dcdb38,91771,ROSEMEAD,0.06,0.0025,0,0.0325,0,36dc4f3b-b666-468a-9b71-4aadfbf96526
66d52250-6051-4180-85b5-812e49fcb56d,91772,ROSEMEAD,0.06,0.0025,0,0.0325,0,36dc4f3b-b666-468a-9b71-4aadfbf96526
b8acb419-fbcc-4419-b2af-cdadef063a42,91773,COVINA,0.06,0.0025,0.0075,0.0325,0,0a3ad9ff-3902-47c6-9e82-23884b6935d1
8e51afca-6682-448d-860b-930205d68aea,91775,ALHAMBRA,0.06,0.0025,0.0075,0.0325,0,469250fc-2df3-435a-a418-b5d4989998a1
3f42e07d-56cd-492c-8026-cf3ba2e9e871,91776,ALHAMBRA,0.06,0.0025,0.0075,0.0325,0,469250fc-2df3-435a-a418-b5d4989998a1
b19e8db1-d440-4776-8f37-6a480a193903,91778,SAN GABRIEL,0.06,0.0025,0.0075,0.0325,0,469250fc-2df3-435a-a418-b5d4989998a1
d8f96d85-2fcb-4ea2-b2e7-1b3ce1c50cf3,91780,ARCADIA,0.06,0.0025,0.0075,0.0325,0,12f3ca44-e4c4-4190-8c39-c320051ba65c
a1aedee3-c00f-4b55-8434-0a143ab38dcb,91784,RANCHO CUCAMONGA,0.06,0.0025,0,0.015,0,c98e74a5-0aaa-4a3b-b5fc-f6a0b7e49853
dbfc8d1c-fedc-401f-bd4e-a668f4ce55b4,91785,UPLAND,0.06,0.0025,0,0.015,0,c98e74a5-0aaa-4a3b-b5fc-f6a0b7e49853
b3104e0c-8463-43a3-a075-346dca819cbe,91786,CLAREMONT TOURISM BUSINESS IMPROVEMENT DISTRICT,0.06,0.0025,0,0.0325,0,c98e74a5-0aaa-4a3b-b5fc-f6a0b7e49853
