id,name,image_url
126fa3e2-dcc6-48e8-834f-5519bdebcdaa,Push Around,
22923a98-7988-4f84-bb18-dd131b4c6528,Boom Lift,
36db075e-d7e4-4e59-a442-71874c16034f,Forklift,
d45fd82b-82e4-48b4-92b3-adcace7e51ef,Scissor Lift,
